Country     = 'somewhere'
Station     = 'anything'
Description = 'Reanalysis data'
Source      = 'ERA5'
Contact     = 'J Gomez-Dans'
Longitude = -0.6000000000000001; Latitude = 9.700000000000001; Elevation = 150.46969696969697; AngstromA = -0.18; AngstromB = -0.55; HasSunshine = False
## Daily weather observations (missing values are NaN)
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
2021-01-01,21500.604,19.111718750000023,35.835122680664085,1.0660221827957506,1.5614443447022879,0.0,nan
2021-01-02,21219.564,19.390283203125023,35.538858032226585,1.3299528666195612,1.5625124355113311,0.0,nan
2021-01-03,19715.896,21.915002441406273,35.503274536132835,1.8841782132580656,1.8656559866188076,0.0008583068797918258,nan
2021-01-04,18641.948,24.04615173339846,35.879006958007835,2.066108720110409,1.7090383824708166,0.000852346317969932,nan
2021-01-05,21227.112,20.989007568359398,37.06545410156252,1.6740827917115808,1.7940955692727698,0.000852346317969932,nan
2021-01-06,20487.408,20.017022705078148,36.86318359375002,1.3188142118317505,1.8051242324419963,0.0008583068833445395,nan
2021-01-07,21163.016,19.964578247070335,36.21643981933596,1.5661182321588576,1.81438346153569,0.0,nan
2021-01-08,21088.692,21.801324462890648,35.78870544433596,1.9419356398710992,1.7784571204868318,0.0008583068797918258,nan
2021-01-09,20615.684,21.839089965820335,35.696267700195335,2.065322459921135,1.6710038140068715,0.0017021478697643033,nan
2021-01-10,21511.12,20.974649047851585,36.604043579101585,1.6145505811398009,1.8412971049020912,0.0013191104244469898,nan
2021-01-11,21093.088000000003,19.817407226562523,35.412332153320335,1.7513864137916106,1.385295284381728,0.0017225742112714215,nan
2021-01-12,21469.064,23.529290771484398,36.36884460449221,1.4364692398678869,1.7075944848867828,0.002572633036379557,nan
2021-01-13,21671.724,20.492547607421898,35.44039306640627,1.1113423397718174,2.2584973331969924,0.000852346317969932,nan
2021-01-14,22462.544,19.85230407714846,35.457437133789085,0.7178333487507017,2.1345807149108094,0.000852346317969932,nan
2021-01-15,22435.528,19.690042114257835,35.02326354980471,0.7114846293087584,1.9918672672130555,0.0,nan
2021-01-16,22336.532,19.437905883789085,35.48476562500002,0.7589977445176158,2.2266096900056507,0.0,nan
2021-01-17,21836.212,18.52283630371096,35.54157409667971,0.7828180707505621,2.5876174876835045,0.0,nan
